,codigo,titulo,sinopse,diretor,ano,tema,plays
1665,1849,Café & Ilusões,"Café & Ilusões é um documentário e making off conceitual sobre os bastidores das filmagens de um comercial de 3 minutos realizado nas plantações de café das montanhas de Poços de Caldas, para a TV européia. Destaca o trabalho  de bastidores da equipe, principalmente os movimentos da câmera Arriflex 35 mm usada nas filmagens. ",-,2010,making off de filmagem,81278
1666,1850,Paisagem Muda,A vida de um homem solitário e pacato se transforma após a chegada de uma família de vizinhos barulhentos. A saída está em uma paisagem de Van Gogh.,-,2012,,52839
1667,1851,La Genèse selon Rozand,"Rozand quer criar uma nova humanidade em seu ateliê de escultura. Mas suas criaturas devem obedecer as regras.Rozand é um escultor francês que trabalha com metal encontrado no lixo. Ele cria seres antropomórficos om enormes atributos sexuais. Dá a impressão de que ele está criando uma nova humanidade em seu ateliê. Mas suas criaturas parecem ter sido punidas. O que é normal: uma criatura deve obedecer a seu criador.Este é um filme sobre a criação, a criação artística.",-,2012,"arte, biografia",5126
1668,1852,Nevermore - Berenice,Um  homem fica obcecado pelos dentes de sua prima cataléptica.,Paulo Biscaia,2011,,46790
1669,1853,Nevermore - Ligeia,"Mesmo após a morte da inesquecível Ligeia, um homem não consegue se afastar de sua lembrança. ",-,2011,,94866
1670,1854,Palindromo,"Em um simples dia, um homem perde tudo o que tem. Seu trabalho, o lugar onde mora, suas roupas. Uma estória convencional contada de forma inusitada: de trás para frente. ",-,2001,,66414
1671,1855,Nevermore - Morella,"Morte, renascimento e degeneração da amada Morella e de sua filha sem nome.",-,2011,,16265
1672,1856,Nevermore - O Corvo,Um corvo bate a porta e entra na casa de um homem apenas para servir de instrumento para sua mágoa e culpa. ,-,2011,,26391
1673,1857,Quadros,"O que há por baixo do pano que esconde a figura do quadro ""A invenção da vida"", de  René Magritte? Quando conheceu Lúcia, André não imaginava que ela tivesse a resposta.",-,2012,,75018
1674,1858,Ovos de Dinossauro na Sala de Estar,"A alemã Ragnhild Borgomanero, de 77 anos, estudou fotografia digital e fez cursos de Photoshop e Premiere para manter viva a memória de seu falecido esposo, Guido, com quem reuniu a maior coleção particular de fósseis da América Latina. ",Rafael Urban,2011,,27759
1675,1859,Bolpebra,"Bolpebra, na fronteira entre Bolívia, Peru e Brasil, tem 40 habitantes e acaba de instalar sua praça central.",-,2011,,33115
1676,1860,Inquérito Policial nº 0521/09,"Por meio de evidências em vídeo, policiais tentam desvendar um misterioso caso de sequestro e assassinato.",-,2011,Violência,12067
1677,1861,Calça de Veludo,"Mocodocumentário sobre um personagem mítico do ""baixo Belô"", conhecido como Calça de Veludo.",-,2010,documentário de personagem,77632
1678,1862,Boca do Rio,"Vive na espuma da ressaca da maré. Intervenção realizada na foz do rio Cocó, Sabiaguaba, Ceará. Cotidiano, arte, mitologia e realismo fantástico. ",-,2011,,86386
1679,1863,Rio Negro,O espírito que se reflete no espelho d'água. Narrativa onde a paisagem constrói o mítico.,-,2011,,12886
1680,1864,"Antes pássaro, agora peixe","Imerso em mim estava, imerso em mim fiquei.",-,2011,,60917
1681,1865,Adorável Criatura,Pelo que você morreria?,-,2012,,69707
1682,1866,Vento de Feição,Com vento de feição não há má navegação.,-,2012,,9862
1683,1867,Aurora,Uma senhora de muita idade espera seu filho aparecer para então poder sumir de vista,-,2011,Família,13522
1684,1868,Espírito de porco (doc 52 minutos),"Para defender sua espécie das difamações lançadas contra ela ao longo de séculos, um porco recém abatido volta à terra, na condição de espírito. O Espírito de Porco defende os suínos narrando a sua trajetória, desde o nascimento num estado do Sul do Brasil que tem uma das maiores concentrações de porcos do mundo, até quando a sua carne vai para a mesa. Ele discute a alimentação e a poluição; apresenta os humanos com quem convive e os problemas do seu cotidiano; defende o seu valor e busca semelhanças com as pessoas. E, na sua curta vida, revela algo que quase nunca é levado em conta: o ponto de vista do porco sobre a sua realidade. Esse ponto de vista nega, com veemência, que a sua espécie s",Chico Faganello,2009,"Ecologia, água, meio-ambiente, porcos",43925
1685,1869,Fronteira,"Fronteira é a zona de ambiguidade, onde as coisas acontecem mas parecem não acontecer. Quatro pessoas se encontram com o objetivo: pegar a balsa para atravessar um grande rio. Mas a balsa quebra, e assim  são obrigados a esperar a travessia nas ruínas de uma cidade abandonada e que logo será alagada.É nesse cenário devastado que Constantin, imigrante italiano aposentado, reencontra sentimentos que gostaria de esconder de sua neta, Norma, que planeja sair do Brasil, e onde o militante Erwin se revela uma pessoa mais simples ao seu inimigo, o cansado Leo, engenheiro de companhia elétrica. Quando finalmente o balseiro Marcelino conserta a balsa, eles poderão atravessar a balsa, mas...",Chico Faganello,2000,"ecologia, meio-ambiente, hidroelétrica, energia",22251
1686,1870,Muamba - longa-metragem,"LIAN é um jovem de uma fronteira sul americana em conflito com o pai, um contrabandista disfarçado de criador de insetos. Com uma câmera que grava o que nem todos conseguem ver, Lian viaja em busca da liberdade e de um carro ganho em um concurso de TV, e encontra um mundo desconhecido. Projeto vencedor do Prêmio Cinemateca/Fundação Catarinense de Cultura 2007",Chico Faganello,2010,"família, pai, insetos, contrabando, sul do Brasil",64538
1687,1874,Barbeiros,"Em plena São Paulo de 2011, ainda é possível encontrar barbeiros que se mantêm fiéis ao trabalho artesanal, em salões impregnados de rituais aprendidos há décadas, resistindo à massificação da metrópole. Orgulhosos de sua perícia, eles respeitam o código da cortesia, reservando tempo também para uma pequena prosa.",-,2012,,36013
1688,1873,ANIMADOR,"Ligia trabalha num parque de diversões. Suspensa num brinquedo de bolinhas, espera enquanto as crianças tentam acertar o alvo para derrubá-la. Seu uniforme é uma fantasia. ",-,2012,,76095
1689,1877,Com os pés na cabeça,"Em uma área rural, Zeco, filho de uma lavadeira e de um trabalhador rural, ajuda a mãe entregando roupas para os seus clientes. Assim, conhece Clara, menina da cidade grande que passa férias na região. Zeco não tem sapatos. Clara tem lindos tênis...",Gabriela Liuzzi Dalmasso e Tiago Scorza,2012,"cidade x campo, relações sociais, encontros, solidariedade",89775
1690,1878,Dó,"""Dó"" é um documentário que utiliza da tradição oral da região do norte de Minas Gerais para recontar histórias sobre Antônio Dó, famoso justiceiro/feiticeiro da região, que comandou vários jagunços no começo do século XX. A questão que fica é: Dó, afinal de contas, era herói ou bandido?",-,2011,Cangaço e oralidade,78678
1691,1879,Mawaca - Cantos da Floresta ,"O documentário “Mawaca - Cantos da floresta” mostra os encontros do grupo Mawaca com seis diferentes povos indígenas da Amazônia: Paiter-Suruí, Ikolen-Gavião, Karitiana (RO), Kaxinawá (AC), Comunidade Bayaroá e Kambeba (AM). A viagem do grupo ocorreu em agosto de 2011 quando foram realizados seis oficinas em aldeias indígenas e seis shows nas cidades de Porto Velho, Cacoal e Ji-Paraná; Rio Branco, Manaus e Manacapuru. O documentário foi dirigido e roteirizado por Eduardo Pimenta. Mais informações sobre o projeto no http://www.wix.com/magdapucci/mawaca-cantos-da-floresta2",-,2011,"mundo indígena, amazônia, música indígena amazônica, encontros musicais ",57024
1692,1880,A Boca do Mundo - Exu no Candomblé,"O documentário ""A Boca do Mundo"" apresenta múltiplas representações e significados do Orixá Exu, um dos deuses do Candomblé, religião brasileira de matriz africana. ",-,2011,,67518
1693,1881,EU VI O MUNDO ...ELE COMEÇAVA NO RECIFE,"Em seu ultimo depoimento, o artista plastico Cicero Dias, falecido em Paris em 2002, reconstitui as circunstancias historicas que interferiram na criaçao do quadro/painel EU VI O MUNDO...ELE COMEÇAVA NO RECIFE  considerado um marco da moderna pintura brasileira. O filme documenta, a partir da minuciosa documentaçao da obra, os espaços vividos, as cores de Recife e Olinda que inspiraram o artista  e o cenario politico vigente  na época. Exposto em 1931 no Salao de Belas Artes do RJ, com as dimensões de 15 metros por 2 de altura, causou violento impacto pela ousadia de sua concepção. O filme pretende dimensionar com justeza o papel exercido por Cicero Dias na historia da cultura brasileira",-,2003,arte- pintura - historia do Brasil,60587
1694,1882,De Catraia,"“De Catraia”, revela um meio de transporte pouco convencional da cidade de Santos. Pequenas embarcações que navegam ao lado de grandes navios, cruzam o canal do maior Porto da América Latina.""",-,2011,,69197
1695,1883,Missão Estelar,"A &#64257;cção “Missão Estelar” apresenta a história de Pedro, um garoto que sonha em conhecer o espaço e tem seu pai como aliado para conquistar seu sonho",-,2011,,30659
1696,1884,Fez a Barba e o Choro,"Numa barbearia de calçada em um bairro da zona norte de Porto Alegre encontram-se Seu Machado, Professor Menoti, Soninha, Cássio e os irmãos Camanga e Camanguinha.  Em meio a cabelos, barbas e as histórias que acumularam durante os quarenta anos de amizade, todos os sábados à noite esse grupo reúne amigos e fecha a barbearia com uma agradável sessão de Chorinho. No documentário Fez a Barba e o Choro, acompanhamos a movimentação do salão até ele ir gradualmente se transformando em um clube de choro, acompanhamos também as histórias desse grupo de amigos, que transformou a rotina dos moradores locais, e seu sonho de levar o conjunto a outros cantos da cidade.",Tatiana Nequete,2012,,42050
1697,1885,Kopeck,"Jarvis,  quer escrever um grande romance –  almeja se expressar e ser reconhecido pelas grandes histórias que não consegue contar. Um filme que trata de memórias emprestadas, sonhos não realizados, ambições frustradas, luto e no meio de todos estes sentimentos, uma descoberta transformadora.",-,2011,,47976
1698,1886,Irmãs,"Há um adágio que diz: “Em tempo de guerra, mentira é como terra”.",-,2011,Imaginário popular,86370
1699,1887,Passagem,"Um jovem passa pela loucura ao se questionar sobre os valores urbanos, que o leva a viver entre limites do suicídio, fuga e completa abstinência. Chegando ao desprendimento total escalpelando-se no manicômio, com o apoio de sua namorada e de seu novo amigo da instituição. ",-,2010,Valores Urbanos,57951
1700,1888,Hooji,"O dia de uma viúva preparando a celebração budista pela alma de seu marido – o “hooji”. Ela espera por seu casal de filhos, até que um misterioso telefonema muda tudo. Um conto sobre saudade, solidão e esperança. Livremente inspirado no haikai da morte do poeta japonês Umezawa Bokusui (1875-1914).",-,2012,Solidão Família,96818
1701,1889,7 Vezes Chica,"Adaptação da obra literária de Marcial Ávila sobre a lendária história de Chica da Silva, os 7 pecados e as virtudes humanas. Produzida por jovens em uma Oficina F7 de Animação ministrada no projeto Anima Lendas, durante o 40o. Festival de Inverno da UFMG, em Diamantina/MG.",-,2008,"amor, liberdade, escravidão, sete pecados, romance, patrimônio histórico imaterial",29232
1702,1890,TELEDROME," Teledrome é  uma série de filmes curtos que vão abordar a Síndrome da Televisão. A idéia surgiu a partir da investigação da Identidade Nacional Brasileira e os elementos que formam a Cultura. Durante o processo de pesquisa e laboratórios , encontramos a Televisão como o principal alimento da sociedade .Mas o que estamos comendo? O Projeto Teledrome vai discutir o poder da TV e sua influência cultural , contando histórias curtas que vão viajar por esse mundo hipnótico.Este primeiro Teledrome conta o cotidiano da personagem Jane , sua realidade é apática e ela passa os dias em frente a televisão, obcecada por um programa de TV . Em momentos de alucinação confunde sua realidade com a ficção .",ISIS UTSCH,2012,Manipulação de Massas,69245
1703,1891,CAVALHADAS DE PIRENÓPOLIS,"Arlindo tem dez anos e mora em Pirenópolis, interior de Goiás. Ele está louco para encontrar uma flor do cerrado para dar a Lucinda, cuja beleza imaginamos pelo próprio nome. Mas Arlindo não sabe que a flor do cerrado tem dono.Assim que o menino se aproxima da flor, o Carcará voa em cima dele, afugentando-o de volta à cidade. Durante as Cavalhadas-festa popular tradicional de Pirenópolis-Arlindo logo encontra um Mascarado que lhe oferece sua máscara de onça para assustar a ave. De volta ao mato e vencida essa etapa, Arlindo irá procurar por Lucinda para lhe entregar a flor. Porém, ao finalmente encontrar sua amada, um novo e inesperado ataque do Carcará impedirá a realização de seu desejo.",-,2005,"primeiro amor, cavalhadas",7502
1704,1892,O Diário de Márcia ,"Relato pessoal e intimista de Márcia, transexual paraibana, sobre o dilema de viver o universo feminino num corpo de homem, enquanto espera retirar o último vestígio do sexo que atormenta sua existência.",-,2011,"Preconceito, intolerância, homofobia",11511
1705,1893,A bela P...,O Corpo Humano em cinco partes.,-,2008,,41002
1706,1894,Eva Nil cem anos sem filmes,"Homenagem ao centenário de Eva Nil, a primeira estrela do cinema brasileiro.",-,2009,,11831
1707,1895,"Spencer, Ontem, Hoje e Sempre","Documentário experimental em homenagem ao cineasta e crítico de cinema pernambucano Fernando Spencer, autor de mais de 40 curtas-metragens desde o final dos anos 60. Através de um paralelo entre cenas de seus filmes e de uma visita ao Rio de Janeiro, promove-se um passeio nostálgico e íntimo à obra do realizador. Em comum, os temas da memória, da solidão e da saudade.",Marcelo Ikeda,2003,Spencer,18198
1708,1896,Carta de um jovem suicida, Uma mãe chega ao apartamento de seu filho e encontra uma carta de suicídio endereçada a ela. Ela precisa enfrentar as consequências dessa carta em sua vida.,Marcelo Ikeda,2008,Suicídio,92341
1709,1897,Corpo Presente,"Quando estamos diante de algo que, sabemos, vai desaparecer.",-,2010,,7680
1710,1898,Corpo Seco,"Depois de roubar a própria familia e ficar mais de 30 anos ausente, um homem retorna a sua terra natal, sem saber que nada mais existe e que seu pai tornou-se um corpo seco. ",Luiz Lago,2002,lendas populares.,82125
1711,1900,Caminho Teixeira,"Em abril de 1912, cinco jovens brasileiros resolvem subir o Dedo de Deus. Os pioneiros mal sabiam o que era montanhismo, mas este fato não os impediu de levarem a pátria no pensamento e a bandeira do Brasil até o cume do grande monolito, que se transformou num símbolo do montanhismo nacional.",-,2009,cinema de montanha,83908
1712,1901,Nego Fugido,"Dois jovens artistas partem para conhecer um antigo ritual que revive a fuga dos escravos, no interior do Brasil. Lá, eles se envolvem com a celebração de uma forma inesperada!",-,2012,,95151
1713,1902,A Infância de Anastácia,Memórias de Dona Anastácia e da Cidade de Salvador.,Clá,Brasil,0,68741
1714,1903,Desacerto,O silêncio que precede a solidão.,-,2011,"cidade, moradores de rua, amor, casal, relação, solidão",37815
1715,1904,A Revolta do Videotape,As confusões durante um programa de futebol-debate.,Rogé,4,1,25738
1716,1905,Passeio de Família,"Uma familia comum: Pai, Mãe, Filhas. Domingo, saem a passeio. Através do olhar da filha mais nova vemos o mundo. A beleza e o anseio - por ser.",-,2010,"Família, infância",19409
1717,1907,"Velhos, Viúvos e Malvados",Três músicos de banda aposentados têm suas vidas mudadas a partir do momento em que uma bela moça muda-se para a casa deles.,Rogé,3,1,3236
1718,1908,Domingo,"O que para alguns pode parecer um mero passeio, para Maria significa estar em contato com a vida.",-,2004,melhor idade,55104
1719,1909,Frio,"Homem contrata empresa estrangeira para cuidar dos detalhes burocráticos do seu suicídio. A parte mais difícil, no entanto, ele deve fazer por conta própria. Sozinho em pleno inverno europeu, o homem tem três dias para tomar coragem.",-,2006,Morte e suicídio,62579
1720,1910,Hora Extra,A esquina é um lugar de encontro. A esquina é um lugar de ócio. A esquina é lugar de malandro. E também de criança.,Davi Kolb,2005,"ócio, reflexão, sentido da vida",7113
1721,1911,Véio,"Nos arredores da cidade de Nossa Senhora da Glória, sertão do estado de Sergipe, Nordeste brasileiro, iremos encontrar um inesperado parque de esculturas a céu aberto. Esta inusitada ""galeria de arte"" é fruto do trabalho de Cícero Alves dos Santos, o Véio, agricultor, artesão, escultor.",Adelina Pontual,2005,Cultura popular / arte,27654
1722,1912,A felicidade dos peixes,"O mar seria imenso para nós dois, mas neste aquário não te cabe querida.",-,2011,"relação familiar, solidão, saudade",84088
1723,1913,Bloco D,Um vigia noturno segue seu rastro de sangue pelo prédio.,-,2009,"Terror, Violência",62383
1724,1914,Holanda,O problema dos sonhos de Seu Jorge com a Holanda era que no final as represas sempre estouravam e inundavam tudo.,Alvaro Furloni,2009,Amor e Morte,76043
1725,1915,A Margaridinha,Um homem em busca de algo. Uma margaridinha no azulejo do banheiro. Encontros e desencontros.,-,2004,Solidão e Morte,91234
1726,1916,Onde Quer Que Você Esteja,"O filme narra os encontros e desencontros de Lúcia e Waldir, dois personagens que se conhecem na fila do programa de rádio “Onde Quer Que Você Esteja”. Lúcia está há um ano em busca de seu marido desaparecido. Waldir está em busca de sua esposa, também desaparecida. ",Bel Bechara e Sandro Serpa,2003,,46471
1727,1917,Fim de Expediente,"Um dia na vida de um grupo de amigos que nada têm a fazer, a não ser passar o tempo juntos em uma esquina qualquer de um subúrbio qualquer do Rio de Janeiro.",Alexandre Diniz e Alexandre Sivolella,2006,Malandragem e Amizade,97321
1728,1918,Boa Noite,"Ao compartilharem um momento de tensão e medo, dois desconhecidos acabam aproximando-se no meio da rua. Porém, não é fácil conversar com um desconhecido, expor-se, aproximar-se. Os protagonistas Cecília e Raul acabam revelando muito mais sobre si mesmos do que gostariam de revelar, já que vivenciam um momento de fragilidade.",-,2011,medo,80632
1729,1919,Naquela Noite Ele Sonhou com Um Mar Azul,"É ano novo, Nestor vai mudar de vida.",-,2010,"Adulto, vida, sociedade",31087
1730,1920,Domingo,"No calor do momento, personalidades se chocam, e relações são intensificadas , quando um grupo de amigos se encontram em um típico churrasco de domingo.",-,2008,Conflito Relações Pessoais,14689
1731,1921,Onde Você Vai?,"Elias e Sonia são um casal de senhores presos ao relógio da sala. Em um mundo próprio, das atividades cotidianas e memórias questionáveis, ficam cada vez mais condicionados ao tempo determinado pelo relógio e pela lista de afazeres.",-,2010,,85611
1732,1922,A Céu Aberto,Intervenção urbana. Uma arte que se mistura às estruturas da cidade.,-,2008,artes visuais,41131
1733,2015,Caranga - do outro lado do manguezal,,Chicolam,2011,,40624
1734,2017,Disque quilombola,,-,2012,,90463
1735,2018,Dó re mi zoo em: O sapo surfista,,-,2012,,95109
1736,2019,Doce turminha e o passeio nas nuvens,,-,2012,,92617
1737,2020,Flufi,,-,2012,,30372
1738,2021,A galinha ou eu,,Denizia Moresqui,2011,,13596
1739,2022,O girassolzinho,,-,2012,,70176
1740,2023,Gorgon,,-,2011,,28588
1741,2024,Haina: cineclube,,-,2011,,52560
1742,2025,Haina: concerto em S maior,,-,2011,,1516
1743,2026,Haina: eco,,-,2011,,5047
1744,2027,Haina: o bife,,-,2011,,38163
1745,2028,Haina: o chapéu,,-,2011,,252
1746,2029,Haina: o filtro,,-,2011,,6057
1747,2030,Keep out,,-,2011,,3271
1748,2031,Julieta de bicicleta,,-,2012,,9944
1749,1925,O Campeonato de Pescaria,Uma aventura que acontece no litoral catarinense. A comunidade organiza um campeonato durante as férias para as crianças se divertirem. Muita magia em um filme que resgata a emoção da pesca para os pequenos.,-,2009,,95231
1750,1926,O Mistério do Boi de Mamão,"A história é uma aventura envolvendo um grupo de crianças, futebol, o boi de mamão da Lagoa da Conceição, que faz parte do folclore regional. ",-,2005,,14870
1751,1927,Pequeno,"Inspirado nas origens do cinema, um pequeno maltrapilho embarca numa divertida jornada para conseguir um pedaço de melancia.",-,2012,,24046
1752,1928,No Bar,"Uma lei federal brasileira obriga os fabricantes de cigarros a colocar determinadas mensagens com fotos nos maços com a intenção de desestimular o hábito de fumar, gerando, muitas vezes, controvérsia na relação vendedor/consumidor. ",-,2002,,82481
1753,1929,"Eli Heil, criadora e criatura","Uma artista de 80 anos, autodidata. Um museu com 2500 obras. Eli Heil esculpe, pinta, desenha, escreve, recita... e não para. ""Entrego-te as asas da minha vida, só tu podes fazê-las bem coloridas. Caí bem em cima do teu telhado para voltar ao passado, Por isso estás sofrendo. Dei minhas asas até o fim, que elas voltem lindas para mim. Então voarei novamente, pousarei outra vez em tua mente, sacudindo por toda a vida, as asas feitas por ti, Eli, querida..."" ",Ká,0,1,48882
1754,1930,"O Fio da História, entre agulhas e tecidos ","“Eu me lembro da sirene da fábrica, do ir e vir dos operários, das histórias em torno daquele lugar. Era a fábrica de fios e tecidos que moldava a vida de quem está próximo a mim e de tanta gente daquela região”. Um resgate das histórias das primeiras indústrias têxteis de Santa Catarina e a importância do papel da mulher para o setor a partir de uma história própria. O documentário passeia pelo quarto de costura da mãe da diretora, que depois de 50 anos como costureira e ex-operária de fábrica, acaba de se formar na faculdade de Design de Moda.",Ká,0,1,2032
1755,1931,O Caminho Niemeyer,"O próprio Oscar Niemeyer em companhia de Ferreira Gullar e Zelito Viana falam sobre as obras arquitetônicas que compõem o Caminho Niemeyer em Niterói filmados da terra, de barco e helicóptero.",-,2008,Niterói,58000
1756,1932,"Ladrilho Hidráulico uma arte, um piso","Nas mãos do ladrilheiro, o cimento se transforma em piso, em revestimento de paredes, em objetos de decoração, em recordações, em arte.O ladrilho hidráulico é uma placa cimentícia feita à mão, um a um, de maneira totalmente artesanal. O documentário embarca nesse universo, desvendando suas fábricas e descobrindo a magia da produção de um ladrilho.",-,2011,,68513
1757,1933,10 Advertências e 01 Bênção,"Em 1960, meu tio Vicente – com 23 anos de idade – deixou a casa de seus pais para trabalhar em outra cidade. Na rodoviária, enquanto ele embarcava, meu avô colocou um bilhete em seu bolso. Conheça essa história.",-,2005,"Família, memória",37425
1758,1934,180º,"Após ser abandonada pelo marido e ver sua filha sofrendo pela ausência da figura paterna, a mãe decide superar a dor da separação para trazer alegria de volta à vida da criança.  Juntas, elas passam a viver situações simples da vida com união e ternura, mostrando que a vida, apesar de todos os seus obstáculos, pode ser mais doce.",-,2012,"180º, dia das mães",58095
1759,1935,CICLO,"O filme mostra a trajetória de um boneco que é jogado no lixo para reciclagem. O brinquedo pertence a um menino que vê com tristeza seu pai descartando seu “amigo”. A partir daí,  o boneco passa por diversas etapas do ciclo de reciclagem até ser completamente desmontado. Anos depois, parte desse boneco retorna a seu antigo dono em um contexto absolutamente diferente ao vivido na infância.",-,2012,reciclagem,59947
1760,1937,Assunto de Família,"Domingo. Dia de clássico no campeonato brasileiro. A Família de Rossi se organiza em torno da TV. Eunice, sua mãe, olho através da janela enquanto Borges, seu pai, e Cauã, seu irmão mais velho assistem ao jogo. Rossi tenta achar seu lugar na casa",-,2010,,79627
1761,1938,Dona Árvore ,Ana Flor e Jéssica plantam palavras de amor à Dona Árvore e recebem em troca gratidão.,-,2011,"Meio Ambiente, Sustentabilidade e Infância",67647
1762,1939,Saltos Amazônicos,"Crianças se divertem dando saltos de um barco à margem do rio Negro, uma brincadeira lúdica da Amazônia.",-,2011,"Amazônia, Infância e natureza",1932
1763,1940,O Mundo de Ulim e Oilut,"Milu tem 6 anos e está de férias. Isso não significa diversão, pois ela tem que ficar sozinha em casa enquanto sua mãe trabalha. Túlio, um menino misterioso, a convida para brincar. Aos poucos, suas brincadeiras e fantasias tomam conta da realidade que os cerca.",-,2011,,92739
1764,1941,Memórias do meu tio,"As aventuras de Ariel, um garoto de 10 anos que encontra o tio-avô já morto e ao lado dele parte em busca de um tesouro inimaginável.",-,2011,aventura,24112
1765,1942,Vestígios do Tempo,"Em meio a vestígios de coisas, lugares e pessoas a vida se revela com sua teimosia, vigor e crueldade a um ex-garimpeiro da Amazônia mato-grossense movido pelo desejo de vingança e também a uma jovem sem qualquer perspectiva.",-,2009,,11115
1766,1943,Arquitetura de Uma Ideia,"Entrevista com o bibliófilo José Mindlin, o professor Dr. Ístvan Jancsó, os arquitetos Rodrigo Loeb e Eduardo de Almeida e do Diretor da Biblioteca Brasiliana Guita e José Mindlin, professor Dr. Pedro Puntoni. Apresenta a idéia de construção do edifício e  relação entre idealização, partido arquitetônico e concepção de projeto. Aborda a origem e desenvolvimento do Projeto BRASILIANA USP e Brasiliana Digital.",-,2011,,39820
1767,1944,Mucambos do Nordeste,"em “mucambos do nordeste”, a primeira publicação do Serviço de Patrimônio Histórico e Artístico Nacional, gilberto freyre comenta - “há uma casa brasileira que é expressão da criatividade coletiva, anônima, que é um ajustamento de um sistema familial ao seu ambiente e às suas funções. a culminância foi a casa-grande, mas todas as outras expressam seu caráter ecológico e sua funcionalidade, desde casas urbanas, os sobrados, até os mucambos”. é a partir dessa abordagem que realizamos uma documentação de técnicas de construção de mucambos no leste do maranhão, um tipo de habitação ainda muito presente em diversas localidades do nordeste brasileiro.",-,2011,,80999
1768,1945,Noturno,"Num quarto escuro, seres fantásticos surgem como espectros de um cinema antigo",-,2004,"Cinema silencioso, terror, insônia",3654
1769,1946,Monte Verde,"“Aqui era tudo mata, tudo verde...” dizia um dos moradores às margens do maior reservatório de águas da zona sul da cidade de São Paulo. No cenário da busca pela moradia, da ausência do poder público, da contaminação dos mananciais e da violência, assistimos o conflito das ações humanas sobre o ambiente: a expansão urbana invadiu as águas.",-,2011,,12588
1770,2010,Lá longe,"Julinho, garoto de 11 anos, parte junto de Rodrigo, seu melhor amigo, numa viagem em busca do pai que jamais chegou a conhecer.",Juliano Carpeggiani,2011,,35380
1771,2011,Todos os balões vão para o céu,"Amanda é pressionada por seu marido, Alex, para ter um filho, mas ainda não está segura. O psiquiatra dá uma ideia: ela deve cuidar de um balão, como se fosse um filho por alguns dias, levando-o para onde for. Amanda deve enfrentar a vergonha e seus próprios medos para descobrir se já está apta a ter uma criança.",Frederico Cabral,2011,,29790
1772,2012,Pequena alma terna flutuante,"Um homem encara o tempo e o basalto como se ainda fosse um menino. Bez Batti é este menino de 70 anos, escultura do mundo contemporâneo – e é também o senhor de alma terna e flutuante, à beira do rio, encantando-se com os seixos rolados há dois milhões de anos no Vale do Rio das Antas.",Carlos André,0,1,24581
1773,2014,O cangaceiro e o leão,,Arnaldo Galvão,2010,,27194
1774,1948,CUT pela base,O documentário mostra a criação da CUT - Central Única dos Trabalhadores. ,Renato Tapajó,0,1,49260
1775,1949,Ao anoitecer o bosque já murmura,Uma carta que Victor não enviou.,Eva Randolph,2010,,56264
1776,1950,Sobre o Resto dos Dias,"A descoberta de sentimentos, a dor que vai além da troca, do desleixo, do abandono. Uma perda que pode ir além dos desafetos e suscitar as dúvidas e surpresas de algo inesperado. A falta do que se dizer nos momentos em que tudo parece estar perdido. As dores universais, pessoais e intransferíveis dos amores que se ferem. Uma história como tantas outras. Exceto pelo fato de que nenhuma história é exatamente igual.",-,2010,,22405
1777,1951,Volte Sempre,Valdecyr é um homem simples com impulsos criativos mal administrados.,-,2012,individualismo selvagem,1547
1778,2009,Tocaia para Tuco Valente,"Querendo se vingar, o vaqueiro Chico Treva anda pelo campo no encalço de Tuco Valente.",Evandro Goy e Jayme Freire,2010,,19324
1779,1953,UMA NOITE,"Um filme, um casal, uma noite. Uma homenagem ao cinema de Antonioni.",-,2011,,60093
1780,1954,Porn Karaoke,"Uma adolescente vê tatuagens surgirem no seu corpo depois de experiências eróticas. Adulta, as tatuagens somem e ela vai até um lugar misterioso – o Porn Karaoke – em busca do motivo do desaparecimento.",-,2011,,65209
1781,1955,A DAMA DO ESTÁCIO,"ZULMIRA é uma velha prostituta. Um dia ela acorda obcecada com a ideia de que vai morrer. Ela precisa de um caixão. Uma homenagem ao filme A Falecida, de Leon Hirszman, o primeiro filme estrelado por Fernanda Montenegro.",Eduardo Ades,2012,,62327
1782,1956,4:48 AM,Um homem comum acorda todos os dias na mesma hora e executa as mesmas ações cotidianas.,Cristiano Burlan,2005,Rotina,86793
1783,1957,Iluminados,Blecaute quebra a rotina de um casal.,-,2010,rotina,34283
1784,1958,Os sons do divino e o espírito santo do silêncio,"Um rude camponês e sua filha, Pituinha, saem do distante sítio onde vivem para a Festa do Divino, na cidade de São Luiz do Paraitinga. Enquanto comem Afogado e assistem à Cavalhada, a menina conhece um cavaleiro e um mistério é desvendado.",-,2012,relacionamento,32275
1785,1959,Folha em Branco,"Érico está sem idéias para escrever um conto. Em busca de inspiração ele resolve ir até a beira do rio. Mas, ao sair de casa, fica preso no elevador com sua vizinha Joana e um entregador de pizza.",Iuli Gerbase,2011,,35515
1786,1960,Lucrécia,  O filme é um registro da passagem relâmpago da diretora argentina Lucrecia Martel por São Paulo em fevereiro de 2007. ,-,2007,Biografia,27969
1787,1961,Os Solitários,"Três pessoas compartilham a solidão em um cinema, no intervalo entre as sessões. Miguel é o solitário que observa a melancólica Virgínia e o rebelde Liam.",-,2005,Solidão,69649
